trading_date,asset,liability,rfr,gap,equity
2020-07-01,1806186613769.1,1376927317910.17,0.0219,0.00411522633744856,326342097526.0
2020-07-02,1806186613769.1,1376927317910.17,0.0216,0.00411522633744856,329827417186.0
2020-07-03,1806186613769.1,1376927317910.17,0.0213,0.00411522633744856,332848027559.0
2020-07-06,1806186613769.1,1376927317910.17,0.0215,0.00411522633744856,360382052875.0
2020-07-07,1806186613769.1,1376927317910.17,0.0215,0.00411522633744856,352017285690.0
2020-07-08,1806186613769.1,1376927317910.17,0.02169,0.00411522633744856,353179058910.0
2020-07-09,1806186613769.1,1376927317910.17,0.0221,0.00411522633744856,355851137317.0001
2020-07-10,1806186613769.1,1376927317910.17,0.02195,0.00411522633744856,338889248303.0001
2020-07-13,1806186613769.1,1376927317910.17,0.0225,0.00411522633744856,339237780269.0
2020-07-14,1806186613769.1,1376927317910.17,0.022400000000000003,0.00411522633744856,336217169897.0
2020-07-15,1806186613769.1,1376927317910.17,0.02295,0.00411522633744856,328549466644.0
2020-07-16,1806186613769.1,1376927317910.17,0.0228,0.00411522633744856,319952344816.0
2020-07-17,1806186613769.1,1376927317910.17,0.023,0.00411522633744856,316350847833.0
2020-07-20,1806186613769.1,1376927317910.17,0.022480000000000003,0.00411522633744856,328781821288.0
2020-07-21,1806186613769.1,1376927317910.17,0.02253,0.00411522633744856,325412678950.0
2020-07-22,1806186613769.1,1376927317910.17,0.02253,0.00411522633744856,323902373764.0
2020-07-23,1806186613769.1,1376927317910.17,0.02287,0.00411522633744856,319719990172.0
2020-07-24,1806186613769.1,1376927317910.17,0.0227,0.00411522633744856,314027301393.0
2020-07-27,1806186613769.1,1376927317910.17,0.02295,0.00411522633744856,309961095123.0
2020-07-28,1806186613769.1,1376927317910.17,0.02317,0.00411522633744856,312168464241.0
2020-07-29,1806186613769.1,1376927317910.17,0.023030000000000002,0.00411522633744856,314956719969.0
2020-07-30,1806186613769.1,1376927317910.17,0.0227,0.00411522633744856,312284641563.0
2020-07-31,1806186613769.1,1376927317910.17,0.02273,0.00411522633744856,311819932275.0
2020-08-03,1806186613769.1,1376927317910.17,0.0232,0.00411522633744856,316931734443.0
2020-08-04,1806186613769.1,1376927317910.17,0.0228,0.00411522633744856,322275891256.0
2020-08-05,1806186613769.1,1376927317910.17,0.0234,0.00411522633744856,317744975697.0
2020-08-06,1806186613769.1,1376927317910.17,0.0231,0.00411522633744856,318093507663.0
2020-08-10,1806186613769.1,1376927317910.17,0.0233,0.00823045267489712,323089132510.0
2020-08-12,1806186613769.1,1376927317910.17,0.02317,0.00823045267489712,333545091491.0
2020-08-13,1806186613769.1,1376927317910.17,0.02373,0.00411522633744856,332267140949.0
2020-08-14,1806186613769.1,1376927317910.17,0.02356,0.00411522633744856,321578827324.0
2020-08-17,1806186613769.1,1376927317910.17,0.02385,0.00411522633744856,327736225390.0
2020-08-18,1806186613769.1,1376927317910.17,0.02363,0.00411522633744856,321811181968.0
2020-08-19,1806186613769.1,1376927317910.17,0.02412,0.00411522633744856,318790571595.0
2020-08-20,1806186613769.1,1376927317910.17,0.0255,0.00411522633744856,319255280883.0
2020-08-21,1806186613769.1,1376927317910.17,0.02457,0.00411522633744856,317861153019.0
2020-08-24,1806186613769.1,1376927317910.17,0.02497,0.00411522633744856,315189074613.0
2020-08-25,1806186613769.1,1376927317910.17,0.024880000000000003,0.00411522633744856,315886138545.0
2020-08-26,1806186613769.1,1376927317910.17,0.02472,0.00411522633744856,314608188003.0
2020-08-27,1806186613769.1,1376927317910.17,0.02473,0.00411522633744856,313097882817.0
2020-08-28,1806186613769.1,1376927317910.17,0.0248,0.00411522633744856,320300876782.0
2020-08-31,1806186613769.1,1376927317910.17,0.02503,0.00411522633744856,316815557121.0
2020-09-01,1806186613769.1,1376927317910.17,0.02505,0.00411522633744856,316234670511.0
2020-09-04,1806186613769.1,1376927317910.17,0.02537,0.012345679012345678,326109742882.0
2020-09-07,1806186613769.1,1376927317910.17,0.025780000000000004,0.00411522633744856,330292126474.0
2020-09-09,1806186613769.1,1376927317910.17,0.02618,0.00823045267489712,325064146984.0
2020-09-10,1806186613769.1,1376927317910.17,0.02575,0.00411522633744856,330640658440.0
2020-09-11,1806186613769.1,1376927317910.17,0.0255,0.00411522633744856,325296501628.0
2020-09-15,1806186613769.1,1376927317910.17,0.0263,0.00823045267489712,323786196442.0
2020-09-16,1806186613769.1,1376927317910.17,0.0262,0.00411522633744856,327503870746.0
2020-09-17,1806186613769.1,1376927317910.17,0.02617,0.00411522633744856,325993565560.0
2020-09-18,1806186613769.1,1376927317910.17,0.02627,0.00411522633744856,339470134913.0
2020-09-21,1806186613769.1,1376927317910.17,0.02644,0.00411522633744856,338540716337.0
2020-09-22,1806186613769.1,1376927317910.17,0.02626,0.00411522633744856,336449524541.0
2020-09-23,1806186613769.1,1376927317910.17,0.026010000000000002,0.00411522633744856,333428914169.0
2020-09-24,1806186613769.1,1376927317910.17,0.02588,0.00411522633744856,326458274848.0
2020-09-25,1806186613769.1,1376927317910.17,0.026160000000000003,0.00411522633744856,320881763392.0
2020-09-28,1806186613769.1,1376927317910.17,0.02617,0.00411522633744856,329943594508.0
2020-09-29,1806186613769.1,1376927317910.17,0.02627,0.00411522633744856,328665643966.0
2020-09-30,1814465741941.72,1378328182183.12,0.0261,0.00411522633744856,325528856272.0
2020-10-09,1814465741941.72,1378328182183.12,0.02627,0.00411522633744856,325645033594.0
2020-10-12,1814465741941.72,1378328182183.12,0.02652,0.00411522633744856,328897998610.0
2020-10-13,1814465741941.72,1378328182183.12,0.0262,0.00411522633744856,325180324306.0
2020-10-14,1814465741941.72,1378328182183.12,0.026460000000000004,0.00411522633744856,322740600544.0
2020-10-16,1814465741941.72,1378328182183.12,0.0266,0.00823045267489712,323670019120.0
2020-10-21,1814465741941.72,1378328182183.12,0.02675,0.012345679012345678,320997940714.0
2020-10-27,1814465741941.72,1378328182183.12,0.02682,0.01646090534979424,319139103561.0
2020-10-28,1814465741941.72,1378328182183.12,0.027080000000000003,0.00411522633744856,312749350851.0
2020-10-30,1814465741941.72,1378328182183.12,0.0274,0.00823045267489712,320068522138.0
2020-11-02,1814465741941.72,1378328182183.12,0.02748,0.00411522633744856,324715615018.0
2020-11-04,1814465741941.72,1378328182183.12,0.0272,0.00823045267489712,327155338780.0
2020-11-05,1814465741941.72,1378328182183.12,0.02735,0.00411522633744856,339818666879.0
2020-11-06,1814465741941.72,1378328182183.12,0.027510000000000003,0.00411522633744856,342258390641.0
2020-11-09,1814465741941.72,1378328182183.12,0.02773,0.00411522633744856,343536341184.0
2020-11-10,1814465741941.72,1378328182183.12,0.027780000000000003,0.00411522633744856,340748085455.0
2020-11-11,1814465741941.72,1378328182183.12,0.02807,0.00411522633744856,345859887624.0
2020-11-12,1814465741941.72,1378328182183.12,0.02809,0.00411522633744856,345743710302.0
2020-11-13,1814465741941.72,1378328182183.12,0.02833,0.00411522633744856,337495120439.0
2020-11-17,1814465741941.72,1378328182183.12,0.029519999999999998,0.00823045267489712,347951079420.0
2020-11-18,1814465741941.72,1378328182183.12,0.03,0.00411522633744856,357361442503.0
2020-11-19,1814465741941.72,1378328182183.12,0.03028,0.00411522633744856,359104102333.0
2020-11-20,1814465741941.72,1378328182183.12,0.0305,0.00411522633744856,358639393045.0
2020-11-23,1814465741941.72,1378328182183.12,0.0305,0.00411522633744856,360614407519.0
2020-11-24,1814465741941.72,1378328182183.12,0.0305,0.00411522633744856,358407038401.0
2020-11-25,1814465741941.72,1378328182183.12,0.0304,0.00411522633744856,357826151791.0
2020-11-26,1814465741941.72,1378328182183.12,0.03045,0.00411522633744856,359452634299.0
2020-11-27,1814465741941.72,1378328182183.12,0.0306,0.00411522633744856,367236514874.0
2020-11-30,1814465741941.72,1378328182183.12,0.0308,0.00411522633744856,356664378571.0
2020-12-01,1814465741941.72,1378328182183.12,0.03026,0.00411522633744856,357245265181.0
2020-12-02,1814465741941.72,1378328182183.12,0.030080000000000003,0.00411522633744856,361660003417.0
2020-12-03,1814465741941.72,1378328182183.12,0.0304,0.00411522633744856,358987925011.0001
2020-12-04,1814465741941.72,1378328182183.12,0.03017,0.00411522633744856,348531966030.0
2020-12-07,1814465741941.72,1378328182183.12,0.03023,0.00411522633744856,341677504031.0
2020-12-08,1814465741941.72,1378328182183.12,0.030119999999999997,0.00411522633744856,339005425625.0
2020-12-09,1814465741941.72,1378328182183.12,0.0303,0.00411522633744856,332964204881.0
2020-12-10,1814465741941.72,1378328182183.12,0.0297,0.00411522633744856,332034786305.0
2020-12-14,1814465741941.72,1378328182183.12,0.02975,0.00823045267489712,335984815253.0001
2020-12-15,1814465741941.72,1378328182183.12,0.029460000000000004,0.00411522633744856,331686254339.0
2020-12-17,1814465741941.72,1378328182183.12,0.02908,0.00823045267489712,335055396677.0
2020-12-18,1814465741941.72,1378328182183.12,0.02888,0.00411522633744856,331105367729.0
2020-12-21,1814465741941.72,1378328182183.12,0.02897,0.00411522633744856,327271516102.0
2020-12-22,1814465741941.72,1378328182183.12,0.028589999999999997,0.00411522633744856,325877388238.0
2020-12-23,1814465741941.72,1378328182183.12,0.02847,0.00411522633744856,323321487154.0
2020-12-24,1814465741941.72,1378328182183.12,0.02856,0.00411522633744856,324599437696.0
2020-12-28,1814465741941.72,1378328182183.12,0.02758,0.00823045267489712,330175949152.0
2020-12-29,1814465741941.72,1378328182183.12,0.027430000000000003,0.00411522633744856,331337722373.0
2020-12-30,1814465741941.72,1378328182183.12,0.02728,0.00411522633744856,329711239864.0
2021-01-05,1869177094005.55,1383511080414.74,0.02682,0.012345679012345678,324250905730.0
2021-01-06,1869177094005.55,1383511080414.74,0.026230000000000003,0.00411522633744856,334009800779.0
2021-01-07,1869177094005.55,1383511080414.74,0.02517,0.00411522633744856,334474510067.0
2021-01-08,1869177094005.55,1383511080414.74,0.02502,0.00411522633744856,340864262777.0
2021-01-11,1869177094005.55,1383511080414.74,0.02487,0.00411522633744856,345976064946.0
2021-01-12,1869177094005.55,1383511080414.74,0.0245,0.00411522633744856,345046646370.0
2021-01-13,1869177094005.55,1383511080414.74,0.02365,0.00411522633744856,347370192810.0001
2021-01-14,1869177094005.55,1383511080414.74,0.02398,0.00411522633744856,348415788708.0001
2021-01-18,1869177094005.55,1383511080414.74,0.02543,0.00823045267489712,363170308603.0
2021-01-19,1869177094005.55,1383511080414.74,0.0257,0.00411522633744856,363402663247.0
2021-01-20,1869177094005.55,1383511080414.74,0.02574,0.00411522633744856,354340832131.0
2021-01-21,1869177094005.55,1383511080414.74,0.0257,0.00411522633744856,349693739250.0
2021-01-22,1869177094005.55,1383511080414.74,0.02593,0.00411522633744856,339934844201.0001
2021-01-25,1869177094005.55,1383511080414.74,0.025730000000000003,0.00411522633744856,341096617421.0
2021-01-27,1869177094005.55,1383511080414.74,0.02707,0.00823045267489712,341561326709.0
2021-01-29,1869177094005.55,1383511080414.74,0.0283,0.00823045267489712,322856777866.0
2021-02-02,1869177094005.55,1383511080414.74,0.02713,0.00823045267489712,329246530576.0
2021-02-03,1869177094005.55,1383511080414.74,0.02742,0.00411522633744856,324367083052.0
2021-02-04,1869177094005.55,1383511080414.74,0.0276,0.00411522633744856,324018551086.0
2021-02-05,1869177094005.55,1383511080414.74,0.028,0.00411522633744856,335520105965.0
2021-02-08,1869177094005.55,1383511080414.74,0.027989999999999998,0.00411522633744856,338424539015.0
2021-02-10,1869177094005.55,1383511080414.74,0.027680000000000003,0.00823045267489712,334939219355.0
2021-02-18,1869177094005.55,1383511080414.74,0.02815,0.00411522633744856,348648143351.99994
2021-02-19,1869177094005.55,1383511080414.74,0.0273,0.00411522633744856,346673128878.0
2021-02-22,1869177094005.55,1383511080414.74,0.02739,0.00411522633744856,345395178336.0
2021-02-25,1869177094005.55,1383511080414.74,0.02663,0.012345679012345678,383268985311.0
2021-02-26,1869177094005.55,1383511080414.74,0.026969999999999997,0.00411522633744856,384546935853.0
2021-03-01,1869177094005.55,1383511080414.74,0.025689999999999998,0.00411522633744856,387451368903.0
2021-03-02,1869177094005.55,1383511080414.74,0.02575,0.00411522633744856,386754304971.0001
2021-03-03,1869177094005.55,1383511080414.74,0.02568,0.00411522633744856,389194028734.0
2021-03-04,1869177094005.55,1383511080414.74,0.0258,0.00411522633744856,379783665651.0
2021-03-05,1869177094005.55,1383511080414.74,0.0258,0.00411522633744856,366423273620.0001
2021-03-08,1869177094005.55,1383511080414.74,0.02574,0.00411522633744856,362473244671.0
2021-03-10,1869177094005.55,1383511080414.74,0.025810000000000003,0.00823045267489712,356548201249.0
2021-03-11,1869177094005.55,1383511080414.74,0.02579,0.00411522633744856,361892358061.0001
2021-03-12,1869177094005.55,1383511080414.74,0.02583,0.00411522633744856,365842387009.0001
2021-03-15,1869177094005.55,1383511080414.74,0.02597,0.00411522633744856,365261500399.0
2021-03-16,1869177094005.55,1383511080414.74,0.025980000000000003,0.00411522633744856,382223389413.0
2021-03-17,1869177094005.55,1383511080414.74,0.02593,0.00411522633744856,380016020295.0
2021-03-18,1869177094005.55,1383511080414.74,0.02585,0.00411522633744856,379899842973.0001
2021-03-22,1869177094005.55,1383511080414.74,0.02583,0.00823045267489712,367468869518.0001
2021-03-23,1869177094005.55,1383511080414.74,0.0258,0.00411522633744856,365029145755.0
2021-03-25,1869177094005.55,1383511080414.74,0.025540000000000004,0.00823045267489712,354921718741.0
2021-03-26,1869177094005.55,1383511080414.74,0.02563,0.00411522633744856,356896733215.0001
2021-03-29,1869177094005.55,1383511080414.74,0.02567,0.00411522633744856,360149698231.0
2021-03-30,1869177094005.55,1383511080414.74,0.02562,0.00411522633744856,364448259145.0
2021-04-01,1907860492718.95,1413209543464.44,0.0253,0.00823045267489712,346556951555.99994
2021-04-06,1907860492718.95,1413209543464.44,0.025240000000000002,0.00823045267489712,341909858675.0
2021-04-09,1907860492718.95,1413209543464.44,0.02498,0.012345679012345678,335287751321.0
2021-04-12,1907860492718.95,1413209543464.44,0.02487,0.00411522633744856,332150963627.0
2021-04-14,1907860492718.95,1413209543464.44,0.024669999999999997,0.00823045267489712,334125978101.0
2021-04-15,1907860492718.95,1413209543464.44,0.024700000000000003,0.00411522633744856,332615672915.0
2021-04-16,1907860492718.95,1413209543464.44,0.02466,0.00411522633744856,335403928643.0
2021-04-19,1907860492718.95,1413209543464.44,0.02695,0.00411522633744856,336914233829.0
2021-04-20,1907860492718.95,1413209543464.44,0.0266,0.00411522633744856,333777446135.0
2021-04-22,1907860492718.95,1413209543464.44,0.02634,0.00823045267489712,337146588473.0
2021-04-27,1907860492718.95,1413209543464.44,0.02649,0.012345679012345678,324483260374.0
